,review,rating
4486,very useful productREAD MORE,5
4488,Nice one...READ MORE,5
4489,Very nice quality & product too easy to use I am so happy thanks Flipkart ☺️READ MORE,5
4490,nice productREAD MORE,5
4491,Very sharp and esay to use 😊READ MORE,5
4492,Excellent..must buy...helps a lot while cooking..READ MORE,5
4493,Super super super super 👌👌👌👌 quality productREAD MORE,5
4494,Paisa wasool itemREAD MORE,4
4497,Nice quality looks attractive..READ MORE,5
4498,I like this.... So beautiful and price is low.... Its sharp blades help me easy to cut vegetables.... ❤️READ MORE,5
4499,Must buy productsREAD MORE,5
4500,Super product at reasonable rateREAD MORE,5
4502,ExellentREAD MORE,5
4503,It takes more time....a simple grater is good and time saver as compare to this one.....not satisfied at all very small two Tomato capacity hardly...READ MORE,4
4504,Superb 🥰🥰READ MORE,5
4505,Superb....READ MORE,4
4506,"Best one, don't think just go for itREAD MORE",5
4507,Excellent all must buyREAD MORE,5
4508,Very very niceREAD MORE,5
4509,Very nice product go for itREAD MORE,5
4511,I love it butterfly productREAD MORE,5
4513,Very useful productREAD MORE,4
4514,"Product quality is good, worth the money 💰Thank you Flipkart ❤️💞READ MORE",5
4517,Good 👍 I am happyREAD MORE,5
4522,It is good chopper and fast deliveryREAD MORE,5
4523,Nice product with efficienct priceREAD MORE,5
4524,Gd productREAD MORE,5
4526,Very good product. Value for money.READ MORE,5
4527,Very nice product 😊READ MORE,5
4531,Simply awesome product. I really loved it. It made my chopping work easy.READ MORE,5
4532,Very good quality and very helpfull 😍😍READ MORE,5
4534,Nice Products. Very satisfiedREAD MORE,5
4535,Very good and easy to chop vegetablesREAD MORE,5
4537,Easy to use and quality is niceREAD MORE,4
4538,It doesn't work properly  very  disappointed ☹️ with the productREAD MORE,3
4541,"Worth of money ,good qualityREAD MORE",5
4542,The blades turned blunt in less than a month and cannot be used at allREAD MORE,4
4544,Excellent product. Must buy👍👍👍READ MORE,4
4545,Super product 👌READ MORE,4
4547,Good to use and speed chopping.READ MORE,5
4548,Very very nice and beautiful u can buy it superbREAD MORE,5
4549,Very good chopper...very usefulREAD MORE,4
4550,Ok goodREAD MORE,5
4553,Super productsREAD MORE,5
4554,Not work properREAD MORE,5
4555,It has sharp blade and very usefullREAD MORE,5
4557,Sturdy and durable compared to other choppers. Go for it!READ MORE,5
4558,Gud one and easy workREAD MORE,5
4559,Flipkart best quality productREAD MORE,4
4561,Nice product easy to use and cleanREAD MORE,5
4563,It's very easy to use and nice.READ MORE,5
4568,BetterREAD MORE,4
4569,"It's a quality product from butterfly, product is geniuie and build quality is also sturdy. Blades are very sharp. Go for it.READ MORE",3
4570,It's worth buyingREAD MORE,5
4571,Not good..READ MORE,5
4574,"poor quality.don""t buy.READ MORE",3
4575,V good 👍READ MORE,4
4576,Nice love itREAD MORE,5
4578,Great productREAD MORE,3
4587,Very fast delevry super colour hard blade body Strong.READ MORE,5
4588,Awesome quality ❤️READ MORE,4
4589,Very good product 😊READ MORE,4
4591,Better any local productREAD MORE,5
4594,Very usefull productREAD MORE,5
4596,Good qualityEasy to useNice I like this chopper 😍READ MORE,5
4597,Nice product...thanku flipkartREAD MORE,5
4598,A good productREAD MORE,5
4599,Useful product to have in Kitchen. Liked it.READ MORE,4
4602,Very good produced its good qualityREAD MORE,5
4604,Excellent product. Thanks flip kart for delivered this product in 24 hrs.READ MORE,5
4606,Very good itemREAD MORE,5
4607,It's helpful product for kitchenREAD MORE,5
4608,"Very good chopper,good qualityREAD MORE",4
4611,Blades are very sharp.READ MORE,4
4612,Nice usingREAD MORE,5
4615,It’s really a interesting product i can say a must buy productREAD MORE,5
4616,It's very nice. It will be more useful for our cookingREAD MORE,4
4617,Very good quality and smooth working....I happy thank you Flipkart 😊😊READ MORE,5
4618,Good Quality and Good Packing Thanks to FlipkartREAD MORE,5
4619,Quality is Good..READ MORE,5
4620,Good quality product. The material used is top notch.READ MORE,5
4622,Good quality as wanted!!👍READ MORE,5
4624,It is superREAD MORE,5
4626,Awesome...easy to useREAD MORE,5
4627,I'm happyREAD MORE,5
4628,Bad product not good 😊READ MORE,5
4629,Nice product lovely to useREAD MORE,5
4630,The best👍💯READ MORE,5
4632,Good product... worth for the price.... Fast and good deliveryREAD MORE,5
4634,Good product value for moneyREAD MORE,3
4635,This is very best for Onion 🎉👍👌READ MORE,4
4636,Very nice I'm happy thank you Flipkart & butterflyREAD MORE,5
4637,Build quality is superbREAD MORE,4
4640,Simply awesomeREAD MORE,4
4644,Quality is superb.but size is little bit smallREAD MORE,5
4645,Don't buy it this product.... I buy starting super but after one week not working... Waste of money.... 😢😢😢😢READ MORE,5
4648,"Awesome item,READ MORE",5
4650,Thank you for filpkartREAD MORE,5
4652,It's a very nice product thanks flipcartREAD MORE,5
4653,Awesome! Hope the rope will long lastREAD MORE,3
4655,Very good handy productREAD MORE,5
4656,Very 👍READ MORE,5
4659,Very good product....READ MORE,5
4661,Good and goodREAD MORE,5
4662,Supper qualityREAD MORE,5
4663,It looks like very beautiful. It's branded product but the blade is not sharp. Only 2 times use. After 2 or 3 times it's going to dull.READ MORE,4
4668,Osm product but blade will workout quicklyREAD MORE,5
4669,am satisfied worth in money  I am love itThank you FlipkartREAD MORE,5
4670,Good PordektREAD MORE,4
4679,"Good, very sharp bladesREAD MORE",5
4680,Good  prodect👍👌👌👌👌👌👌👌👌thank 😍 U😍 flipkart👍👍👍👍READ MORE,5
4683,Nice.. Fast delivery 👍READ MORE,4
4684,Quality is good but price too muchREAD MORE,5
4687,Nice chopper and goodREAD MORE,5
4688,Product satisfactionREAD MORE,5
4690,"The rotation of the blade depends on the free movement of the string when pulled.  That smooth movement doesnt happen when pulled. Total failure. The unit is not in use kept idle , can take it back no refund required its occupying space in my cupboardREAD MORE",5
4693,Good product Easy to use .good qualityREAD MORE,5
4694,Super . Good qualityREAD MORE,5
4696,"Good quality, nice productREAD MORE",5
4697,Handy for those who doesn't know to chop vegetables. This cuts them into uneven piecesREAD MORE,5
4698,Very nice.thank you filpcart.super chopping . very good superREAD MORE,5
4699,"Loved it,just go for itREAD MORE",4
4701,Good product worth it for priceREAD MORE,5
4702,Super product 👍👍READ MORE,4
4703,"Nalla product anu easy to use, good qualityREAD MORE",5
4704,Good but what if blade got breakdown... Need extra blade set....READ MORE,5
4705,Good product 👍READ MORE,3
4708,It's makes cooking so easyREAD MORE,5
4709,Nice product easy to cut onion tomato cauliflower etc..    whomever the cook is men or women will find easy with butterfly vegetable chopper to cut vegetables.READ MORE,5
4710,It is goodREAD MORE,5
4711,Super 👍👍READ MORE,5
4712,God prodctREAD MORE,5
4713,Nice product and faster delivery.READ MORE,5
4714,Best for making salad. Quality also goodREAD MORE,5
4715,I am very happy🤩 good product 💖Really very nice awesome👌 worth of money💞thank u flipkartREAD MORE,5
4719,Good quality...im so happy to thisREAD MORE,5
4723,Very useful kitchen toolREAD MORE,3
4724,"I have been using this product from last few months and still build quality is perfect no damage to container and blade, I use it on daily basis and result awesome, go for it if you are looking for easy and fine chopper.READ MORE",4
4726,"Good Purchase, Good quality, Ease to use but minor 2-3  scratches.READ MORE",5
4727,Very nice product 8m happyREAD MORE,5
4729,Very helpful . Look wise be good.READ MORE,5
4731,Best quality 👍🏻READ MORE,5
4732,THANK YOU TO FLIPKART TEAM.READ MORE,5
4734,Good product 😊READ MORE,3
4735,Blade are not sharpREAD MORE,5
4736,Good enoughREAD MORE,5
4740,"I am using from past 3 months , Excellent productREAD MORE",5
4741,It's such a amazing chopperREAD MORE,5
4743,"Very good, nice , excellent productREAD MORE",5
4744,Nice 👌READ MORE,5
4747,Quality superREAD MORE,5
4750,Very nice and useful to my mom  she is happyREAD MORE,4
4751,Samma superREAD MORE,5
4752,This is an amazing product.build quality finishing everything up to the mark.. highly recommendREAD MORE,5
4753,Good Product 😊👌READ MORE,3
4754,Nice looking very wonderfulREAD MORE,5
4756,"Ok product,  bad packaging 📦READ MORE",4
4758,After one month usage it's not functioning properly. Don't buy itREAD MORE,5
4759,My mom very happy 😊READ MORE,4
4763,This product have changed my life forever!Sounds cheesy? Yes I m saying it.Best for chopping purposes for 1 -2 person if u are using 2-3 times a day !READ MORE,4
4766,Damaged at the bottomREAD MORE,5
4769,"Very much loved it, good quality of material  .good for chopping of vegetablesREAD MORE",4
4770,Good product and fast deliveryREAD MORE,5
4771,Roadside productREAD MORE,5
4772,Super ..it  makes our kitchen works easierREAD MORE,5
4773,Nice ProductREAD MORE,4
4774,Superbb.....exclent work...i m 100% satisfied....READ MORE,5
4777,Good  working this productREAD MORE,4
4778,It's so sofesticated.and does the job very well. Very well made productREAD MORE,3
4779,1. Good to use.2. Build quality upto markREAD MORE,5
4780,Very Nice productREAD MORE,5
4782,My third hand... I'm feeling happy 😊READ MORE,5
4783,Very nice iam so happy thank you flipkartREAD MORE,4
4789,One of the best chopper i ever usedREAD MORE,5
4790,We bought other product before but it's quality is poor then I tried butterfly chopper it was good and good plastic we can feel the premium quality.I suggest you to buy without any doubt.READ MORE,5
4792,Super handy for the people who wants their time and energy to be saved.Please go for itREAD MORE,5
4793,Gud productREAD MORE,4
4795,Fantastic product must buy every oneREAD MORE,5
4796,UselessREAD MORE,3
4799,Goodn productREAD MORE,4
4801,"Awesome product, must for every kitchen.READ MORE",5
4807,Superb chopper. Sharp bladesREAD MORE,4
4809,Nice product  and nice blade qualityREAD MORE,5
4812,Super and good 👍READ MORE,4
4814,Very very nice 👍🏻READ MORE,5
4815,very goodREAD MORE,4
4820,Osm chopperREAD MORE,4
4823,Loved it ♥️READ MORE,5
4826,Very good and kitchen essential productREAD MORE,3
4828,It is a very nice product.READ MORE,4
4829,Useless product. Didnt chop any vegetables properly. Only the design looks good but not useful at all. I chop much better with knife myselfREAD MORE,5
4830,Spr ProductREAD MORE,4
4832,"Its amazing product from butterfly "" made in India""READ MORE",5
4833,Good product I think u have to try itREAD MORE,4
4834,Superd item excellentREAD MORE,5
4837,It made my time more usefulREAD MORE,5
4838,Superb quality product easy to useREAD MORE,5
4839,Nice amazing.READ MORE,5
4841,Good 👍😊😊😊READ MORE,4
4843,Bad product bad qualityREAD MORE,5
4844,Awesome product....... liked it.....READ MORE,5
4846,Quality of product is very good.READ MORE,5
4848,It's awesomeREAD MORE,5
4849,Good product but....READ MORE,4
4850,Best product for this price segmentREAD MORE,5
4851,Too gudREAD MORE,5
4852,I like this product so nice this productREAD MORE,5
4858,"It is the best product, as expectedREAD MORE",5
4859,Nice. ok Product.READ MORE,5
4863,WONDERFUL PRODUCTREAD MORE,5
4868,Received this produt on 25 jan 2022Stop working on 5 febVery disappointing On  9 februaryTry to claim 30 days warrantyBut no responseDon't buy this Or else you will be in troubleREAD MORE,4
4870,Awesome productREAD MORE,3
4873,Its easy to use and saves your time.my mom loved it 😘READ MORE,5
4876,nicccc productREAD MORE,4
4880,Awesome product...just go for it 👍READ MORE,5
4884,V goooooodREAD MORE,5
4885,Super ptoductREAD MORE,5
4886,Best Product Under This Price....... Loved It.READ MORE,5
4887,Good product 😊READ MORE,5
4889,Awesome product quality is goodREAD MORE,5
4890,Great chopper ☺️READ MORE,4
4895,Love this chopper ❤️.... awesome quality 👌👌👌👌👌👌READ MORE,5
4896,"Genuine product very good ,love itREAD MORE",5
4897,Good product👍Sharp blade and easily usableREAD MORE,5
4899,Time saving and build quality is very good.READ MORE,5
4900,Good Quality Products.. super.READ MORE,5
4901,Nyc packaging nd nyc productREAD MORE,5
4906,A very needy product for every people whoREAD MORE,5
4912,At this price chopper is amazing n very easy to useREAD MORE,4
4913,This product work easy-to-use and chop vegetable  very fastREAD MORE,5
4914,"Super strong , nice blades Go for itREAD MORE",5
4915,Good quality butterflyREAD MORE,5
4916,Any thing which ease human effort is a deal. But still its a machineREAD MORE,5
4917,Not good productREAD MORE,5
4918,Ok.good productREAD MORE,4
4919,Good product from butterfly. Good packing. Thanks flipcart.READ MORE,3
4920,Good product&good quality ❤️☺️READ MORE,4
4921,Doe's the work great...READ MORE,5
4922,"I've been using this chopper from 6 months now, the build quality is good along with the design. Blare quality is not upto the Mark though, it could've been better. Overall it's a good purchase. Value for the money.READ MORE",5
4923,It’s gud quality and best price I am okREAD MORE,4
4927,Helpful productsREAD MORE,5
4929,Super excitedREAD MORE,5
4934,Very efficientREAD MORE,5
4935,Liked itREAD MORE,5
4938,Good super 👍READ MORE,4
4939,It's worthREAD MORE,5
4941,Nice product🔥READ MORE,5
4943,Very nice👌👌👌👌😍😍❤i'm happy❤😘READ MORE,4
4945,Nice product Tnqq flipkart 😄READ MORE,5
4946,good ❤️READ MORE,5
4947,"It's difficult to use for first time user's . Bcoz iam using such material first time... But after some days I got the value of product. Blade's are sharpen, Mark atleast Beware for children... Much usefull n foodREAD MORE",5
4948,Very awesome product ☺️READ MORE,5
4952,Go for it nice productREAD MORE,5
4954,I already bought one chopper earlier. I buyed this to gave to my Sister. We are in kollam. 👍🥰🥰❤❤READ MORE,5
4956,Smooth and easyREAD MORE,4
4959,Good &  very wellREAD MORE,4
4961,I have used a couple of choppers till now.  This the best so far. SmoothREAD MORE,4
4962,Very nice machineREAD MORE,5
4963,Chopped very nicely greatREAD MORE,3
4964,Gud product .I like itREAD MORE,4
4965,Nice product in low price.READ MORE,5
4966,Good for chopping ginger and onion.READ MORE,5
4967,Good one cut veggies into 4 pieces for chopped ones up-to ur wish. Worth every penny. Early office ladies would buy it for making your morning cooking more ease.READ MORE,5
4968,Very useful. Highly recommendREAD MORE,5
4969,Quality product 👍👍READ MORE,5
4974,Very good definitely buy itREAD MORE,5
4975,Ok..READ MORE,5
4976,"Makes my work very easy,..Specially during morning breakfast times... A good friend needed for every kitchen...READ MORE",5
4977,Good only.READ MORE,5
4978,Good.l love thisREAD MORE,5
4979,Good 👌👌👌READ MORE,5
4981,Worthy for money...surely i recommendedREAD MORE,5
4983,Excellent product. Especially for bachelors.READ MORE,5
4984,Best quality productREAD MORE,5
4985,Good .READ MORE,5
4986,"If your requirement is only for a month,go for it. BAD PRODUCT.READ MORE",5
4987,Super value for moneyREAD MORE,5
4989,Sema product good quality I like it....sema useful product..READ MORE,5
4990,Easy to use. I liked this product.READ MORE,5
4992,"I am using this for more than 2 months,No need to tell anything about the product because butterfly is common brand which deliver various product for many years, in the case of vegetable choper better to go for any known brand rather than a cheap one, you will get so many products cheaper than this but it will badly effect the quality of product for sure, so go for it, this wont waste your money.READ MORE",4
4993,Excellent. Price worth. 100% recommendedREAD MORE,5
4995,Good quality ossamREAD MORE,5
4998,Osm productREAD MORE,4
5000,Not proper usable productREAD MORE,5
5001,It's very useful and goodREAD MORE,5
5005,Good item quality.READ MORE,5
5006,"Fantastic, it's work very fast , nd easy.. Without any doubt, go for itREAD MORE",3
5008,Must have for every kitchen. Minces onions into atoms in a jiffy. Good product.READ MORE,5
5009,Such a  amazing productREAD MORE,5
5010,Good quality. Very useful &easy to operate this chopper thank you flipkartREAD MORE,5
5012,Wonderful product 🤩🤩🤩READ MORE,5
5013,Awesome and geniue product at low price. Same as shown in pic. Thanks flipkartREAD MORE,5
5014,V good productREAD MORE,3
5015,Didn't even work for 10 days so I can't even return or replace it now.READ MORE,5
5016,It's amazing... I loved itREAD MORE,4
5018,It's a  very gud productREAD MORE,4
5020,Build quality is good. Blades are also sharp. It's easy to use. Packing is also gud. Totally satisfied with the product..READ MORE,4
5021,Very bad productDont buyREAD MORE,4
5023,Good one ever best time saver worth for moneyREAD MORE,5
5030,V nice productREAD MORE,4
5031,Best ProductREAD MORE,4
5032,Amazing product ...super quality...READ MORE,5
5033,Beautiful and very good productREAD MORE,5
5037,Genuine productVery helpful & easy to use.READ MORE,5
5044,super working super qualityREAD MORE,4
5045,It is nice productREAD MORE,4
5046,Wow its chop onion with in a minuteREAD MORE,3
5048,Best chopper. I Loved it. Thank you so much.READ MORE,5
5052,Ya so gud.. Pressure free wrking👌READ MORE,5
5053,Looks pretty Product finishing was goodREAD MORE,5
5056,SuperrrREAD MORE,4
5060,Super excellentREAD MORE,4
5062,.super productsREAD MORE,4
5063,Absolutely good need👍READ MORE,3
5064,Too good u can go for itREAD MORE,5
5065,Quality is not goodREAD MORE,5
5069,Very nice product worth of money 😊😊😊😊READ MORE,5
5070,Not working with in monthsREAD MORE,4
5071,It’s a good product  easy to useREAD MORE,4
5072,Easy to use 👍READ MORE,5
5073,Awesome product. Its worth money and good functioning😍😍READ MORE,3
5075,Go for it .READ MORE,5
5083,Very very nice.. container quality very good.. vegetables chopped very finelly and very small cuts..I give 5 🌟..and thanks to flipcart and seller.READ MORE,5
5088,The blades are very sharp and product is very goodREAD MORE,5
5089,Very small size..READ MORE,5
5090,SatisfiedREAD MORE,5
5091,Not working well instead we can purchase electric chopperREAD MORE,4
5095,Superb product love itREAD MORE,4
5096,GooodREAD MORE,5
5097,Usefull product.value for MoneyREAD MORE,5
5098,It's a great product for the priceREAD MORE,5
5101,Nice product goodREAD MORE,5
5104,Very solid and powerful product firstly iam not sure about this product but later i found how useful this product in our daily basisREAD MORE,4
5105,"Very handy and easy to use chopper must have, will update after a monthREAD MORE",4
5107,Super product. verry help for daily useREAD MORE,5
5108,Good productVery sharp bladeEasy to use and cleanREAD MORE,4
5113,It's truly good product. Simple super.READ MORE,4
5115,Very nice perfectREAD MORE,5
5116,Very nice product for to do easy your fine chopping workREAD MORE,4
5117,Cool As same as picture Love it and must buy 😘READ MORE,5
5119,"Its awesome..Blades are very sharp, chopped onions in a few seconds. It helps me a lot. Saves time in a cooking.Worth every penny.Who want to buy this, must go for it without any hesitation.👍READ MORE",3
5123,No issues working fine.READ MORE,5
5124,It is good premium qualityREAD MORE,5
5127,Must buy it is very usefulREAD MORE,4
5130,Outstanding product.. material quality is superb must buy product highly recommendedREAD MORE,5
5131,Good quality. Early delivery thanks fkipkartREAD MORE,4
5132,Superb product at this price. This is my 2nd buy. Highly recommend. Thanks Flipkart.READ MORE,5
5133,Awesome product. I recommended this product.READ MORE,4
5135,Good product go for itREAD MORE,5
5136,Good quality productVery handyEasy to cleanREAD MORE,5
5137,Mist buy..very smooth cuttingREAD MORE,5
5138,Vary useful for every kitchen ☺️☺️READ MORE,5
5139,Super 👌READ MORE,4
5142,Super product and easily used.but carefull the blades are very sharpREAD MORE,5
5143,Very nice and good qualityREAD MORE,5
5144,A amazing productREAD MORE,5
5146,Average onlyREAD MORE,4
5148,Nice product 😊👍🏻READ MORE,5
5150,Product quality poorREAD MORE,5
5151,Butterfly vegetable cutter is so good ; nice quality;thak you FlipkartREAD MORE,5
5153,Value For Money.READ MORE,4
5154,Best workREAD MORE,5
5155,Good chopperREAD MORE,4
5156,Best product to chop the vegetables finely. Consumes very less time... Good productREAD MORE,4
5157,Today I used the product it was very very good👍👍READ MORE,3
5158,No more words. Go through this product. 👍READ MORE,5
5159,NICEREAD MORE,5
5161,Great chopperREAD MORE,5
5164,It's so amazing product I'm so happy 😊 thank you flipkartREAD MORE,5
5165,Good quality .... Chop very wellREAD MORE,5
5166,Was okay okayREAD MORE,4
5168,Wow I like itREAD MORE,4
5169,my sabji cutting time has been reduced. great @ green energy without electric power. HAND POWER !!READ MORE,4
5171,"Very good product,and easy to use..READ MORE",4
5172,Very good product for small purposes.READ MORE,4
5173,Awesome product easy to useREAD MORE,4
5175,Not working at all.  Waste of money.READ MORE,4
5176,Awesome overall🥰👍READ MORE,5
5177,Product is very good. I am Happy 😊😊READ MORE,4
5178,Great results even with small quantity of items to chop.. super convenient to use. Be careful with the blades while washing.. it's too sharp... Overall great productREAD MORE,4
5179,Good product.So far so good. Nothing we can say about it durability.READ MORE,5
5180,Good paroductREAD MORE,3
5181,"This product is really good. Very useful for cutting within a short time. Worth buying this product,READ MORE",4
5183,Very nice product.I m happy wid this chopperREAD MORE,5
5184,Vegetable is not cuttingREAD MORE,5
5185,Concern only about the blade and shaft quality; otherwise it's okay.READ MORE,5
5187,Good for kitchenREAD MORE,5
5188,Best product.READ MORE,5
5189,Very nice chopperREAD MORE,4
5191,Whoa! Great! Must buy! Thank ya Flipkart! 🙌READ MORE,4
5193,Very very nice productREAD MORE,5
5195,Very nice and useful product 👍👍READ MORE,5
5198,Very good producREAD MORE,5
5199,It is good productREAD MORE,5
5200,Really good product and I recommend to must purchase ths productREAD MORE,5
5203,The bestREAD MORE,4
5205,Product is good try it recommendedREAD MORE,5
5206,Best itemREAD MORE,5
5207,Very nice workingREAD MORE,3
5209,Found it better than I expectedREAD MORE,5
5211,Good one..READ MORE,5
5212,"Good product,easy to useREAD MORE",4
5213,Great product makes chopping a lot easy.READ MORE,5
5214,Nice product. I feel every kitchen must have oneREAD MORE,5
5217,Mast must buy very durable nd usefulREAD MORE,5
5219,Great ProductREAD MORE,5
5221,Smooth quality and easy in use fast in time and no waste of timeREAD MORE,5
5222,SuperrrREAD MORE,5
5224,"unreliable and poor material  , have used pigeon and flipkart choppers , they lasted around a year but this one went broke under 3 months. so much for premium  chopper . this might look better but is the poor second class substandard version of pigeon and flipkart choppersREAD MORE",5
5225,"Very poor quality at present not working, spring is so bad qualityREAD MORE",5
5227,Simply superb no words to expressREAD MORE,4
5228,worth itREAD MORE,5
5230,"Awesome Quality, blade is too sharp, Cutting speed also better, must buy.READ MORE",5
5232,AwesumREAD MORE,3
5233,The product is very very very good .And The delivery  man is very good . I am happyREAD MORE,4
5234,ExelentREAD MORE,5
5235,Awesome built quality still I am not use this product but the product material quality is goodREAD MORE,5
5237,Help fullREAD MORE,5
5238,Very nice chooper happy this product u must buyREAD MORE,5
5241,Very nice and smooth noth stuckREAD MORE,5
5243,It is very useful best product it look is so good worth product I am so happy about this product 👍👍👍👍👍READ MORE,5
5246,Best chopper tq flip kartREAD MORE,4
5247,SupREAD MORE,4
5249,Full paisa vasoolREAD MORE,3
5251,average qualityREAD MORE,5
5252,Nice one👌READ MORE,4
5255,Blades quality is not good after 1 month blade damage.READ MORE,5
5256,Very help full good productREAD MORE,5
5257,Better than other brands..worth buying..just go for it.READ MORE,5
5258,Loved the productREAD MORE,4
5259,Excellent product 👌READ MORE,5
5260,Super best qualityREAD MORE,5
5263,GrtREAD MORE,4
5264,Very good product for chopping and making tomato puree👍👌👌READ MORE,4
5265,Good happyREAD MORE,5
5266,Fastest delivery and easy to useREAD MORE,4
5268,Very very good product 😍READ MORE,5
5271,Blade sharpness & rope quality is just okay.  It takes more pulls to chop when compared to other brand.Okay for the price.READ MORE,5
5273,Good kitchen supportREAD MORE,5
5274,Nive qualityREAD MORE,5
5275,Low quality bladeREAD MORE,4
5277,Very very very very nice product 😁READ MORE,5
5278,Good Quality...READ MORE,5
5280,Maybe goodREAD MORE,5
5284,I'm very much satisfied with this product.READ MORE,5
5285,excellent product and appreciate your jobREAD MORE,5
5288,Nice chopping without blanded productsNo electricity 🔌  small amount of choppedREAD MORE,4
5291,Very nice. Easy to use. Nice design. Sharp blade.READ MORE,4
5292,Excellent 👌READ MORE,5
5293,Best manual chopper.READ MORE,5
5295,Nice product superbREAD MORE,3
5296,Wate of moneyREAD MORE,5
5297,"Nice product, easy to useREAD MORE",4
5298,Product quality is very good.  Where as prize is moreREAD MORE,5
5300,Nice product and easy to use.READ MORE,4
5303,I love dREAD MORE,5
5306,Nice....go for it.READ MORE,5
5307,Really good product Perfect size for me100% satisfiedREAD MORE,4
5308,Best in this segment Smooth working Tried the prestige one but this is far far betterREAD MORE,4
5311,"Super product,  good qualityREAD MORE",5
5312,Good quality 🙂READ MORE,4
5314,It is not up to the mark....Just ok....READ MORE,4
5316,AvrageREAD MORE,5
5317,Nice product <3READ MORE,4
5319,Wow super qualityREAD MORE,5
5320,"Compact n Sleek, does the job wellREAD MORE",5
5322,Good thanx flipkart loved itREAD MORE,5
5323,Awesome....READ MORE,5
5325,"Very good quality 👌,  tqq ..READ MORE",4
5327,Don't buy small quantity chopper .900ml is goodREAD MORE,3
5330,Quality good 👌👌👌. It is very useful productREAD MORE,5
5334,Superb Product And Best delivery boyREAD MORE,5
5336,Good product❤️READ MORE,5
5337,"Good, it's chopping very fine.READ MORE",5
5338,Finely chopped vegetables...very good product...thank you FlipkartREAD MORE,5
5342,It's highly useless... Worst blade nd couldn't use properly don't buy it... Even it's low cost at direct shopREAD MORE,3
5343,Smelly superREAD MORE,5
5344,The blades rust and very low qualityREAD MORE,5
5345,OutstandingREAD MORE,5
5348,Hate itREAD MORE,5
5349,"Easy to use, worthy productREAD MORE",4
5352,Good quality nd it's my second purchase of it for my motherREAD MORE,5
5354,Nice 👍 easily choppingREAD MORE,5
5356,Worth to each penny..!!!READ MORE,5
5361,thread got broken within 2 daysREAD MORE,4
5362,Very good delivery is su fast thanks FlipkartREAD MORE,3
5364,"Worth for each penny, I liked the product so much.READ MORE",5
5365,Good blade quality.READ MORE,5
5366,Nice ProudecatREAD MORE,5
5369,Best product ..Ty FlipcartREAD MORE,5
5371,Useless product.READ MORE,5
5374,It is far better than Pigeon.READ MORE,5
5376,Super so iam happyREAD MORE,5
5377,It's very good and useful productREAD MORE,5
5380,Smooth and fine chopREAD MORE,3
5381,perfact for my kitchen👍👍READ MORE,4
5382,Broke Very first day...READ MORE,5
5383,Nice product in budgetREAD MORE,5
5384,I don't know whose  invention is this but compliments to the product designer ...it chops the mirchi kanda sambar ..like a pro.READ MORE,5
5385,Osm product rough and toughREAD MORE,5
5386,It's very good product. Thank you for ekat.good deliveryREAD MORE,5
5387,It's osm products just go for itREAD MORE,5
5394,Size is little small as expected  but it's good in qualityREAD MORE,5
5395,Extremely efficientREAD MORE,5
5397,Wow it's very nice product 😊READ MORE,4
5398,It's a super design and compact to use I'm totally love this productREAD MORE,4
5400,Superb sharpness chops very fastREAD MORE,5
5402,Good product.easy to use too.READ MORE,3
5403,It's good but very smallREAD MORE,5
5406,Very nice chopper...i am happy 😊😊READ MORE,5
5408,Good and use Full productREAD MORE,5
5410,Very good product excellent purchaseREAD MORE,5
5411,Nice one working very wellREAD MORE,5
5412,Awesome product ..chopping makes easier.. can finish cooking fast with this product.READ MORE,4
5413,Qwality and result is very nice.READ MORE,5
5414,Helpful  chopper  and best quality 👌READ MORE,5
5415,Superb and better useful itemREAD MORE,5
5417,Amazing product !!READ MORE,4
5419,It's solve my all chopping  problem ..easy to use ..READ MORE,4
5420,Ok superREAD MORE,5
5422,Amazing product very helpful for daily useREAD MORE,5
5423,Best Vegetable Chopper Easy to use. More efficientREAD MORE,4
5424,good productREAD MORE,3
5427,Good one!Makes your life easier by chopping the veggies that way you want.READ MORE,3
5429,Very nice 600ml but very small sizeREAD MORE,5
5433,Very easy to use.. helpful productREAD MORE,5
5434,Good quality ☺️READ MORE,5
5441,"Prmpt delivery, and the item is very goodREAD MORE",5
5442,Must have one in everyone's kitchenREAD MORE,5
5443,Very sharp blades ..Nice to use ...good Product ..Surely loved this..READ MORE,5
5444,"Very useful,easy to wash.READ MORE",4
5447,Good and quality productREAD MORE,4
5448,This thing works perfectly fine… thnku butterfly for an amazing productREAD MORE,5
5449,Help fullREAD MORE,3
5451,Very useful I'm buy 5 nos for my family and friendsREAD MORE,3
5454,Only can chop finely... Worth for moneyREAD MORE,5
5455,Excellent quality and very smooth working...READ MORE,5
5457,Worst product don't buyREAD MORE,4
5461,Good quality at affordable pricesREAD MORE,5
5464,Nice chopper like itREAD MORE,5
5466,It is good product.niceREAD MORE,5
5467,Easy to use and very convenient.READ MORE,5
5468,Good choiceREAD MORE,5
5469,Not satisfiedREAD MORE,5
5472,Don't think twice . Its surly a great tool for kitchenREAD MORE,4
5473,Just awesome.READ MORE,5
5474,Helpful product for kitchenREAD MORE,5
5475,ExllentREAD MORE,5
5482,Awesome product 👍READ MORE,5
5483,Writing this review after 3 months of use. Good product but kind of expensiveREAD MORE,5
5484,Nice product...highly recommendedREAD MORE,5
5487,Quality product ..best at this price...READ MORE,5
